District,total_crime,risk_score
Porbandar,983.0,2.190626880306643
Prakasam,7609.0,16.956744590288146
Pratapgarh,5061.0,11.278497091792392
Prayagraj,11699.0,26.07135694069931
Puducherry,2874.0,6.404742272636106
Pudukottai,4464.0,9.948075680253158
Pulwama,575.0,1.2813941568426448
Pune Commr,12542.0,27.94999220020948
Pune Railway,1338.0,2.9817484901834064
Pune Rural,17644.0,39.319858266663694
Purab Medinipur,6747.0,15.035767610812739
Purba Bardhaman,6959.0,15.508212065161677
Puri,7009.0,15.619637644017562
Purnea,6199.0,13.81454326655227
Purulia,2506.0,5.584650012256813
RAILWAY,5008.0,11.160385978205156
RPO,0.0,0.0
Rachakonda Commissionerate,23289.0,51.89980611949279
Raibareilly,6381.0,14.22013237358768
Raichur,2642.0,5.887727586744814
Raigad,4526.0,10.086243398034453
Raiganj,3376.0,7.523455084349163
Raigarh,3368.0,7.505626991732223
Railway Chennai,1318.0,2.9371782586410538
Railway Police Secunderabad,1011.0,2.253025204465937
Railway Trichy,554.0,1.2345954137231743
Railways,362.0,0.8067211909165869
Railways Jammu,26.0,0.05794130100505872
Railways Kashmir,9.0,0.02005660419405879
Railways Katra,12.0,0.026742138925411718
Raipur,9892.0,22.044436520847725
Raisen,5322.0,11.860138613420098
Rajanna Siricilla,3221.0,7.178035789895929
Rajgarh,5721.0,12.749314732690037
Rajkot City,5368.0,11.962650145967508
Rajkot Rural,2809.0,6.259889020123459
Rajnandgaon,2023.0,4.508278920508992
Rajouri,1410.0,3.1422013237358772
Rajsamand,3195.0,7.12009448889087
Ramagundam Commissionerate,5625.0,12.535377621286742
Ramanagara,4163.0,9.277293695540749
Ramban,1162.0,2.5895304526107012
Ramgarh,839.0,1.8697212132017027
Ramnathapuram,4022.0,8.96307356316716
Rampur,2369.0,5.279343926191697
Ranaghat,4332.0,9.65391215207363
Ranchi,7660.0,17.070398680721148
Ranipet,2389.0,5.323914157734049
Ratlam,7420.0,16.535555902212913
Ratnagiri,1628.0,3.628016847547523
Rayagada,2116.0,4.715530497180933
Reasi,960.0,2.1393711140329374
Rewa,9115.0,20.31288302542732
Rewari,3910.0,8.713480266529984
Ri-Bhoi,356.0,0.793350121453881
Rohini,18264.0,40.70153544447663
Rohtak,6358.0,14.168876607313974
Rohtas,6527.0,14.545495063846856
Ropar,991.0,2.2084549729235845
Rourkela,3736.0,8.325719252111515
Rudra Prayag,95.0,0.2117085998261761
SAS Nagar,3213.0,7.160207697278988
SBS Nagar,691.0,1.5399014997882914
SCRB,0.0,0.0
SOU,0.0,0.0
SPUWAC,111.0,0.24736478506005838
SRP(Cuttack),1034.0,2.304280970739643
SRP(Rourkela),623.0,1.3883627125442917
SSB,0.0,0.0
STF,7.0,0.015599581039823502
Sabarkantha,3757.0,8.372517995230986
Sadia,158.0,0.35210482918458763
Sagar,12336.0,27.490918815323244
Saharanpur,4796.0,10.687941523856216
Saharsa,3162.0,7.046553606845987
Sahebganj,1462.0,3.258083925745994
Saiha,77.0,0.17159539143805852
Saitual,42.0,0.09359748623894101
Sakti,1077.0,2.400106968555702
Salem,4658.0,10.380406926213983
Salem City,2483.0,5.533394245983108
Salumbar,1297.0,2.8903795155215835
Samastipur,6828.0,15.216277048559268
Samba,927.0,2.065830231988055
Sambalpur,5198.0,11.583803177857508
Sambhal,4551.0,10.141956187462393
Sanchore,1357.0,3.0240902101486418
Sangareddy,3848.0,8.575312548748691
Sangli,8078.0,18.00191651995632
Sangrur,1666.0,3.7127002874779933
Sant Kabirnagar,3447.0,7.681679406324515
Saraikela,1103.0,2.45804826956076
Saran,11912.0,26.546029906625364
Sarangarh-Bilaigarh,1339.0,2.983977001760524
Sarguja,2349.0,5.234773694649344
Satara,10461.0,23.312459608227666
Satna,7007.0,15.615180620863326
Sawai Madhopur,2954.0,6.583023198805519
Sealdah GRP,416.0,0.9270608160809395
Sehore,5121.0,11.41220778641945
Senapati,19.0,0.04234171996523522
Seoni,3700.0,8.24549283533528
Serchhip,147.0,0.32759120183629353
Shahdara,15210.0,33.89566108795935
Shahdol,3939.0,8.778107102266395
Shahjahanpur,4471.0,9.963675261292982
Shahpura,2272.0,5.063178303211285
Shajapur,3298.0,7.349631181333987
Shamator,8.0,0.017828092616941148
Shamli,2334.0,5.201346020992579
Sheikhpura,1417.0,3.1578009047757005
Sheohar,928.0,2.0680587435651727
Sheopur,1888.0,4.20742985759811
Shimla,1655.0,3.688186660129699
Shimoga,4654.0,10.371492879905512
Shivpuri,6469.0,14.416241392374033
Shiyomi,20.0,0.044570231542352866
Shopian,411.0,0.9159182581953513
Shrawasti,1988.0,4.430281015309875
Siang,35.0,0.0779979051991175
Siang East,227.0,0.505872128005705
Siang Upper,44.0,0.0980545093931763
Siang West,97.0,0.21616562298041136
Sibsagar,373.0,0.8312348182648808
Siddipet Commissionerate,4280.0,9.538029550063513
Sidharthnagar,3089.0,6.883872261716399
Sidhi,3879.0,8.644396407639338
Sikar,6185.0,13.783344104472622
Siliguri GRP,267.0,0.5950125910904107
Siliguri PC,4709.0,10.494061016646981
Simdega,514.0,1.1454549506384686
Sindhudurg,1604.0,3.574532569696699
Singrauli,4582.0,10.211040046353041
Sipahijala,484.0,1.0785996033249392
Sirmaur,1027.0,2.2886813896998195
Sirohi,2590.0,5.771844984734695
Sirsa,5426.0,12.091903817440333
Sitamarhi,5619.0,12.522006551824036
Sitapur,7681.0,17.117197423840615
Sivagangai,3689.0,8.220979207986986
Siwan,6277.0,13.988367169567445
Solan,906.0,2.0190314888685847
Solapur Commr,2282.0,5.085463418982462
Solapur Rural,10087.0,22.478996278385665
Sonbhadra,2080.0,4.635304080404698
Sonepur,1680.0,3.7438994495576403
Sonipat,7040.0,15.688721502908207
Sonitpur,1649.0,3.6748155906669937
Sopore,537.0,1.1967107169121745
Soreng (West),47.0,0.10474004412452922
South,12318.5,27.45191986272369
South Andaman,488.0,1.0875136496334097
South Goa,800.0,1.7828092616941145
South Salmara,619.0,1.3794486662358212
South-East,25732.0,57.344059902391194
South-West,12083.0,26.927105386312483
Special Crime Wing Jammu,36.0,0.08022641677623515
Special Crime Wing Kashmir,17.0,0.037884696810999936
Special Task Force,9.0,0.02005660419405879
Spl Cell,173.0,0.38553250284135226
Spl Narcotic,0.0,0.0
Sri Potti Sriramulu Nellore,6007.0,13.386669043745684
Sri Sathya Sai,5684.0,12.666859804336683
Srikakulam,8620.0,19.209769794754084
Srinagar,2377.0,5.297172018808638
Subansiri Lower,50.0,0.11142557885588215
Subansiri Upper,81.0,0.18050943774652908
Sukma,294.0,0.6551824036725871
Sultanpur,6310.0,14.06190805161233
Sundarban Police,3678.0,8.19646558063869
Sundargarh,3068.0,6.83707351859693
Supaul,3677.0,8.194237069061574
Surajpur,1830.0,4.078176186125287
Surat City,11453.0,25.52314309272837
Surat Rural,6114.0,13.625119782497269
Surendranagar,3722.0,8.294520090031869
Suryapet,4778.0,10.647828315468098
Tambaram,5560.0,12.390524368774097
Tamenglong,14.0,0.031199162079647003
Tamulpur,262.0,0.5838700332048226
Tapi,3400.0,7.576939362199988
Tarn Taran,1597.0,3.558932988656876
Tawang,28.0,0.06239832415929401
Tehri Garhwal,267.0,0.5950125910904107
Tengnoupal,2028.0,4.51942147839458
Tenkasi,4795.0,10.6857130122791
Thane Commr,13561.0,30.22084549729236
Thane Rural,3023.0,6.736790497626635
Thanjavur,8259.0,18.405277115414613
Theni,4683.0,10.436119715641922
Thirunelveli,7259.0,16.176765538296973
Thirunelveli City,1709.0,3.808526285294052
Thiruvallur,3113.0,6.937356539567223
Thiruvannamalai,5040.0,11.231698348672921
Thiruvarur,2805.0,6.250974973814989
Thoothukudi,5852.0,13.041249749292447
Thoubal,535.0,1.192253693757939
Thrissur Commr,10136.0,22.588193345664433
Thrissur Rural,10110.0,22.53025204465937
Tikamgarh,3282.0,7.313974996100105
Tinsukia,1676.0,3.73498540324917
Tirap,29.0,0.06462683573641165
Tirupati,6126.0,13.65186192142268
Tiruppattur,1854.0,4.13166046397611
Tiruppur,4919.0,10.962048447841687
Tiruppur City,1897.0,4.227486461792169
Tonk,4496.0,10.019388050720924
Trichy,4977.0,11.09130211931451
Trichy City,2367.0,5.274886903037461
Trivandrum Commr,19606.0,43.69219798096851
Trivandrum Rural,27733.0,61.8033115682036
Tseminyu,17.0,0.037884696810999936
Tuensang,31.0,0.06908385889064694
Tumakuru,6440.0,14.351614556637621
Udaipur,9760.0,21.750272992668197
Udalguri,758.0,1.6892117754551734
Udhampur,1436.0,3.2001426247409355
Udhamsingh Nagar,3955.0,8.81376328750028
Udupi,2444.0,5.44648229447552
Ujjain,9729.0,21.68118913377755
Ukhrul,26.0,0.05794130100505872
Umaria,1934.0,4.3099413901455215
Una,881.0,1.9633186994406435
Unakoti,406.0,0.9047757003097632
Unnao,5463.0,12.174358745793684
Uttara Kannada,2460.0,5.482138479709402
Uttarkashi,143.0,0.318677155527823
Vadodara City,4320.0,9.627170013148218
Vadodara Rural,5522.0,12.305840928843626
Vaishali,6799.0,15.151650212822856
Valsad,6847.0,15.258618768524501
Varanasi Commissionarate,8015.0,17.86152029059791
Vellore,4631.0,10.320237113631805
Vidisha,5779.0,12.87856840416286
Vigilance,0.0,0.0
Viiayawada Railway,1213.0,2.703184543043701
Vijayanagara,1837.0,4.09377576716511
Vijayapura,3103.0,6.915071423796047
Vikarabad,1915.0,4.267599670180287
Villupuram,6938.0,15.461413322042208
Virudhunagar,4781.0,10.654513850199452
Visakhapatnam,5186.0,11.557061038932098
Vizianagaram,6489.0,14.460811623916387
W Rly Ahmedabad,1271.0,2.8324382145165243
W Rly Vadodara,1228.0,2.7366122167004656
Wanaparthy,1235.0,2.7522117977402893
Warangal Commissionerate,9884.0,22.026608428230784
Wardha,7482.0,16.673723619994206
Washim,4499.0,10.026073585452275
Wayanadu,3880.0,8.646624919216455
West,14377.5,32.04042520000891
West Godavari,2325.0,5.18128941679852
Wokha,50.0,0.11142557885588215
YSR,7603.0,16.943373520825443
Yadgiri,1442.0,3.2135136942036415
Yamunanagar,5850.0,13.036792726138213
Yavatmal,11894.0,26.505916698237247
Zunheboto,42.0,0.09359748623894101
